,index,table_title,table_context,query_type,standard,question_word,comparee_type,parameter,comparee,answer,question
2442,#,List of Ancient Woods in England,PERSON|PERSON Name Name,difference,acres,what,name,acres,hayley wood,nan,what is the difference between hayley wood and thorpe wood ?
2443,#,List of Ancient Woods in England,LOCATION|LOCATION Name Name,difference,acreage,what,name,acreage,madingley wood,nan,what is the acreage difference between madingley wood and hayley wood ?
2444,last,List of Ancient Woods in England,No. Name Public Access Location & map links Area\nHa Area\nAcres References,comparee,table entry,what,acres,table entry,the area (in acres),most,what is the area (in acres) of the last table entry ?
2445,least,List of Ancient Woods in England,Name,comparee,number of acres and public access,which,name,number of acres and public access,ancient woods,least,which ancient woods have the least number of acres and public access ?
2446,more or less,1996 Frankfurt Galaxy season,Date Attendance,index,attendance,was,date,attendance,"the saturday, april 13th game",less,"was the attendance more or less in the saturday, april 13th game compared to the saturday, may 11th"
2447,first,1996 Frankfurt Galaxy season,Date,comparee,loss of the season,what,date,loss of the season,#,least,what was the date of the first loss of the season ?
2448,#,1996 Frankfurt Galaxy season,Week Date Kickoff Opponent Results\nFinal score Results\nTeam record Game site Attendance,comparee,#,what,#,#,#,least,what is the total amount of attendance between the first and second weeks ?
2449,least,1996 Frankfurt Galaxy season,Date Attendance,comparee,attendance,which,date,attendance,date,least,which date had the least attendance ?
2450,highest,1996 Frankfurt Galaxy season,Week Date Kickoff Opponent Results\nFinal score Results\nTeam record Game site Attendance,comparee,score achieved by rhein fire,what,#,score achieved by rhein fire,#,most,what was the highest score achieved by rhein fire ?
2451,most,1996 Frankfurt Galaxy season,Week Date Kickoff Opponent Results\nFinal score Results\nTeam record Game site Attendance,comparee,consective win streak,what,#,consective win streak,#,most,what was the teams most consective win streak ?
2452,greatest,List of Worldcons,DURATION Year Size,comparee,size,what,year,size,year,most,what year saw the greatest size ?
2453,last,List of Worldcons,DURATION Year,comparee,convention,when,year,convention,#,most,the last convention held outside of europe or north america was held when ?
2454,last,List of Worldcons,DURATION Year,comparee,year,what,year,year,#,most,what is the last year on the chart ?
2455,most,Chronology of business simulation video games,DURATION DURATION Year Game Year Game,comparee,game,which,year,game,year,most,which year has the most games ?
2456,last,Chronology of business simulation video games,DURATION DURATION Year Year,comparee,year,what,year,year,year,most,what year was the last year in which the zx plaform was used in a business simulation video game ?
2457,last,Chronology of business simulation video games,Platform Platform,comparee,platform,what,platform,platform,#,most,what is the last platform listed on this chart ?
2458,first,Chronology of business simulation video games,DURATION DURATION Year Year,comparee,appearance of the platform ps1,what,year,appearance of the platform ps1,year,least,what year is the first appearance of the platform ps1 ?
2459,largest,List of television stations in Indiana,Area served,comparee,number of stations serving it,which,area served,number of stations serving it,area,most,which area has the largest number of stations serving it ?
2460,most,List of television stations in Indiana,Area served,comparee,full-power stations,which,area served,full-power stations,city,most,which city is served by the most full-power stations ?
2461,first,2012–13 Arkansas–Pine Bluff Golden Lions men's basketball team,Date,comparee,game,what,date,game,#,least,what was the first game which was won with a score over 70 points ?
2462,more,FC Gute,DATE Season Position Season,comparee,position,which,season,position,2007,more,"which year was more successful, 2007 or 2002 ?"
2463,worse,FC Gute,ORDINAL Position Position,index,position,did,position,position,9th,less,"in 2000 they finished 9th in their division, did they perform better or worse the next season ?"
2464,most,FC Gute,Section,comparee,section,what,section,section,section,nan,what section did they play in the most ?
2465,last,FC Gute,Season Movements,comparee,season,what,movements,season,#,most,what is listed under the movements column of the last season ?
2466,#,FC Gute,Season,comparee,#,what,season,#,#,least,in what season did visby if gute fk finish first in division 2 tier 3 ?
2467,higher,Greg Murphy,DURATION DATE Year Year,comparee,round placement,which,year,round placement,2006,more,"which year had a higher round placement, 2006 or 2010 ?"
2468,first,Greg Murphy,Car,comparee,car,#,car,car,#,least,the first car that murphy used in the new zealand v8 supercar
2469,most,Greg Murphy,Team,comparee,consecutive years with a 1st place round result,what,team,consecutive years with a 1st place round result,team,most,what team had the most consecutive years with a 1st place round result ?
2470,#,2003 Australian motorcycle Grand Prix,MISC|MISC Rider Points Rider,difference,points,what,rider,points,erwan nigon,nan,what is the difference in points scored between erwan nigon and dirk heidolf ?
2471,more,2003 Australian motorcycle Grand Prix,Rider Points,comparee,points,who,rider,points,alex debon,more,"who received more points, alex debon or toni elias ?"
2472,first,2003 Australian motorcycle Grand Prix,Rider,comparee,position,which,rider,position,rider,least,which rider earned first position with 25 points ?
2473,larger,Great Lakes region,Rank Area State/\nProvince CSA/CMA\n2009 population Projected\n2025 population Projected increase\n2009–2025,difference,#,how much,csa/cma 2009 population,#,the 2009 population of chicago,nan,how much larger was the 2009 population of chicago than the 2009 population of toronto ?
2474,more or less,Great Lakes region,Rank Area State/\nProvince CSA/CMA\n2009 population Projected\n2025 population Projected increase\n2009–2025,index,projected increase 2009–2025,does,projected increase 2009–2025,projected increase 2009–2025,toronto's population grow,less,does toronto's population grow more or less than hamilton's ?
2475,larger,Great Lakes region,LOCATION Area Area,index,projected increase,what,area,projected increase,detroit,nan,what population center has the larger projected increase: detroit or cleveland ?
2476,least,Great Lakes region,Area,comparee,projected increase 2009–2025,which,area,projected increase 2009–2025,cities population,nan,which cities population will grow the least ?
2477,largest,Great Lakes region,Area,comparee,#,#,area,#,#,most,largest population center in michigan after detroit
2478,most,Pillow Pal,Animal Type,comparee,pillow pal,which,animal type,pillow pal,animal type,most,which animal type has the most pillow pals ?
2479,first,Pillow Pal,Name Animal Type Introduced Reintroduced Retired Beanie Baby Resembled,comparee,pillow pal,what,year,pillow pal,year,least,in what year were the first pillow pals introduced ?
2480,last,Pillow Pal,Name,comparee,pillow pal,what,name,pillow pal,name,most,what is the name of the last pillow pal on this chart ?
2481,first,Little League World Series (South Region),Year Champion City LLWS Record,comparee,#,who,#,#,#,least,who came in first place in 1966 ?
2482,first,Charleston Southern Buccaneers,FBS Opponent,comparee,fbs opponent,whom,fbs opponent,fbs opponent,#,least,the first fbs opponent faced was whom ?
2483,first,Charleston Southern Buccaneers,DURATION Year,comparee,year,what,year,year,year,least,what year was jay mills first year ?
2484,longest,Charleston Southern Buccaneers,Year FBS Opponent Result Opponent's Conference Opponent's Head Coach Charleston Southern's Head Coach,comparee,head coach,who,#,head coach,#,most,who was the longest head coach ?
2485,#,"United States House of Representatives elections, 1824",Candidates,comparee,candidate,#,candidates,candidate,#,least,name the only candidate that was first elected in 1811.
2486,last,"United States House of Representatives elections, 1824",Party,comparee,party,what,party,party,#,most,what is the last party on this chart ?
2487,#,"United States House of Representatives elections, 1824",District Incumbent Party First\nelected Result Candidates,comparee,first elected in 1817,#,#,first elected in 1817,#,least,tell me the number of people first elected in 1817.
2488,higher,Adler (automobile),Typ Top speed,comparee,top speed,which,typ,top speed,prium 1.5 a,least,"which had the higher top speed, the prium 1.5 a or the trumpf 1.5 av ?"
2489,longest,Adler (automobile),Typ,comparee,construction times,which,typ,construction times,typ(s),most,which typ(s) had the longest construction times ?
2490,first,Adler (automobile),Typ Construction Time,index,construction time,which,typ,construction time,#,nan,which was built first? the 4/8 ps or the k 5/13 ps ?
